MarkerName	Allele1	Allele2	Weight	Zscore	P-value	Direction
ENSG00000162746.13	a	g	60327.00	1.148	0.2511	-++
ENSG00000132141.12	a	g	60327.00	2.719	0.006541	+++
ENSG00000212499.1	a	g	60327.00	-1.004	0.3155	---
ENSG00000170956.15	a	g	60327.00	-0.979	0.3275	---
ENSG00000205744.8	a	g	60327.00	0.717	0.4735	+--
ENSG00000178409.12	a	g	60327.00	1.155	0.248	+++
ENSG00000091157.12	a	g	60327.00	0.685	0.4933	++-
ENSG00000210191.1	a	g	60327.00	-2.302	0.02133	---
ENSG00000180999.9	a	g	60327.00	-0.984	0.3254	---
ENSG00000156413.12	a	g	60327.00	0.983	0.3254	+-+
ENSG00000197226.11	a	g	60327.00	1.434	0.1515	-++
ENSG00000160131.12	a	g	60327.00	2.085	0.03703	+++
ENSG00000139173.8	a	g	60327.00	2.331	0.01976	++-
ENSG00000112530.10	a	g	60327.00	1.776	0.07581	+++
ENSG00000182888.5	a	g	40209.00	-0.058	0.9538	+?-
ENSG00000184544.10	a	g	60327.00	-0.363	0.7169	+--
ENSG00000163958.12	a	g	60327.00	-1.515	0.1298	+--
ENSG00000164047.4	a	g	60327.00	1.290	0.1971	-++
ENSG00000004975.10	a	g	60327.00	-1.057	0.2903	+--
ENSG00000162517.11	a	g	60327.00	-2.153	0.03135	---
ENSG00000110628.12	a	g	60327.00	0.373	0.709	--+
ENSG00000150768.14	a	g	60327.00	-1.627	0.1038	+--
ENSG00000129244.7	a	g	60327.00	1.764	0.07782	+++
ENSG00000204852.14	a	g	60327.00	-0.082	0.9345	+--
ENSG00000181378.12	a	g	60327.00	-1.844	0.06524	---
ENSG00000156170.11	a	g	60327.00	1.566	0.1173	+++
ENSG00000137216.17	a	g	60327.00	-0.422	0.6727	--+
ENSG00000261215.1	a	g	60327.00	-1.021	0.3074	---
ENSG00000090020.9	a	g	60327.00	-2.329	0.01985	---
ENSG00000199979.1	a	g	60327.00	-1.771	0.07664	---
ENSG00000223142.1	a	g	60327.00	-0.410	0.6816	+-+
ENSG00000100583.4	a	g	60327.00	-0.109	0.9129	++-
ENSG00000204052.4	a	g	60327.00	1.022	0.3066	-++
ENSG00000126261.11	a	g	60327.00	0.827	0.408	+++
ENSG00000049246.13	a	g	60327.00	1.938	0.0526	+++
ENSG00000229605.5	a	g	60327.00	-0.299	0.7647	+--
ENSG00000239745.3	a	g	60327.00	-2.216	0.02669	-+-
ENSG00000215041.8	a	g	60327.00	-0.041	0.9675	+--
ENSG00000132376.18	a	g	60327.00	0.009	0.993	-++
ENSG00000155657.22	a	g	60327.00	0.026	0.979	+-+
ENSG00000104067.15	a	g	60327.00	-0.163	0.8707	--+
ENSG00000139977.12	a	g	60327.00	1.593	0.1111	+-+
ENSG00000275835.3	a	g	60327.00	2.378	0.01742	+++
ENSG00000106086.17	a	g	60327.00	-1.451	0.1467	---
ENSG00000179097.5	a	g	60327.00	1.218	0.223	-++
ENSG00000060982.13	a	g	60327.00	3.128	0.001763	+++
ENSG00000087077.10	a	g	60327.00	0.640	0.522	+++
ENSG00000242948.1	a	g	60327.00	-2.486	0.01291	---
ENSG00000169908.9	a	g	60327.00	1.219	0.2229	+++
ENSG00000169862.17	a	g	60327.00	1.973	0.04845	+++
ENSG00000167900.10	a	g	60327.00	1.058	0.2903	+-+
ENSG00000121058.4	a	g	60327.00	0.993	0.3205	++-
ENSG00000168175.13	a	g	60327.00	-1.682	0.09248	---
ENSG00000159182.4	a	g	60327.00	1.494	0.1351	+++
ENSG00000114737.14	a	g	60327.00	-4.597	4.292e-06	---
ENSG00000107551.19	a	g	60327.00	1.437	0.1506	+-+
ENSG00000143409.14	a	g	60327.00	-0.849	0.3957	-+-
ENSG00000148158.15	a	g	60327.00	-1.782	0.0748	---
ENSG00000099219.12	a	g	60327.00	-1.817	0.06916	---
ENSG00000090372.13	a	g	60327.00	0.889	0.374	+-+
ENSG00000119878.5	a	g	60327.00	1.361	0.1735	+++
ENSG00000109323.7	a	g	60327.00	-1.484	0.1377	--+
ENSG00000138892.10	a	g	60327.00	0.339	0.7349	+-+
ENSG00000200999.1	a	g	60327.00	0.584	0.5591	+-+
ENSG00000199512.1	a	g	60327.00	0.990	0.3221	++-
ENSG00000170381.11	a	g	60327.00	0.596	0.5513	++-
ENSG00000072657.7	a	g	60327.00	0.904	0.3662	-++
ENSG00000242065.3	a	g	60327.00	-1.271	0.2039	---
ENSG00000079462.6	a	g	60327.00	0.315	0.7525	++-
ENSG00000107625.11	a	g	60327.00	0.364	0.7162	+-+
ENSG00000134460.14	a	g	60327.00	-1.907	0.05649	--+
ENSG00000124172.8	a	g	60327.00	-0.310	0.7565	-+-
ENSG00000151576.9	a	g	60327.00	-2.565	0.01032	---
ENSG00000104415.12	a	g	60327.00	-1.430	0.1528	--+
ENSG00000179468.5	a	g	60327.00	2.004	0.04512	+++
ENSG00000199488.1	a	g	60327.00	0.939	0.3477	-++
ENSG00000171862.8	a	g	60327.00	0.310	0.7565	+--
ENSG00000110721.10	a	g	60327.00	0.107	0.9149	+--
ENSG00000102081.12	a	g	60327.00	-0.895	0.3707	--+
ENSG00000172594.11	a	g	40223.00	-1.803	0.07143	?--
ENSG00000111863.11	a	g	60327.00	-2.029	0.04241	---
ENSG00000165501.15	a	g	60327.00	1.707	0.08782	+++
ENSG00000199072.2	a	g	60327.00	1.196	0.2315	+++
ENSG00000122641.9	a	g	60327.00	0.723	0.4694	-++
ENSG00000100359.19	a	g	60327.00	0.215	0.8297	+-+
ENSG00000197291.7	a	g	60327.00	0.660	0.509	++-
ENSG00000157423.16	a	g	60327.00	0.391	0.6957	-++
ENSG00000115286.18	a	g	60327.00	-0.291	0.7709	-+-
ENSG00000174173.6	a	g	60327.00	-0.586	0.558	---
ENSG00000135837.14	a	g	60327.00	0.253	0.8004	--+
ENSG00000115138.9	a	g	60327.00	2.843	0.004464	+++
ENSG00000144535.18	a	g	60327.00	-1.348	0.1776	---
ENSG00000187778.12	a	g	60327.00	1.038	0.2995	+-+
ENSG00000100092.19	a	g	60327.00	1.277	0.2015	+++
ENSG00000198881.9	a	g	60327.00	0.284	0.7765	-++
ENSG00000151612.14	a	g	60327.00	-1.540	0.1237	--+
ENSG00000179912.18	a	g	60327.00	0.642	0.5207	++-
ENSG00000137204.13	a	g	60327.00	0.068	0.9454	+--
ENSG00000106733.19	a	g	60327.00	0.601	0.5479	+-+
ENSG00000240490.3	a	g	60327.00	-1.207	0.2273	+--
ENSG00000172428.9	a	g	60327.00	-1.289	0.1976	-+-
ENSG00000167306.17	a	g	60327.00	0.682	0.495	+-+
ENSG00000161381.12	a	g	60327.00	0.041	0.9669	++-
ENSG00000101150.16	a	g	60327.00	1.435	0.1512	+++
ENSG00000177380.12	a	g	60327.00	-1.028	0.3038	---
ENSG00000108700.4	a	g	60327.00	1.875	0.06082	+++
ENSG00000111886.10	a	g	60327.00	2.080	0.03752	+++
ENSG00000198937.8	a	g	60327.00	-1.149	0.2505	-+-
ENSG00000215559.7	a	g	60327.00	0.780	0.4352	++-
ENSG00000164187.6	a	g	60327.00	0.121	0.904	+-+
ENSG00000108506.10	a	g	60327.00	2.814	0.004898	+++
ENSG00000181585.3	a	g	60327.00	-0.038	0.9694	--+
ENSG00000163909.7	a	g	60327.00	-0.233	0.8161	+--
ENSG00000223609.6	a	g	60327.00	1.981	0.04754	+++
ENSG00000137674.3	a	g	60327.00	-1.250	0.2113	--+
ENSG00000187048.11	a	g	60327.00	-0.283	0.7773	++-
ENSG00000169727.11	a	g	60327.00	0.676	0.499	+++
ENSG00000138594.11	a	g	60327.00	-1.607	0.1081	---
ENSG00000275111.3	a	g	60327.00	-1.065	0.287	--+
ENSG00000177640.14	a	g	60327.00	-0.917	0.3592	-++
ENSG00000167797.6	a	g	60327.00	-3.107	0.00189	---
ENSG00000077454.14	a	g	60327.00	-0.771	0.4405	-+-
ENSG00000196172.9	a	g	40209.00	-2.206	0.02741	-?-
ENSG00000164037.15	a	g	40209.00	1.979	0.04786	+?+
ENSG00000201343.1	a	g	60327.00	1.754	0.07944	+++
ENSG00000178764.7	a	g	60327.00	-2.018	0.04354	---
ENSG00000169071.13	a	g	60327.00	0.386	0.6998	-+-
ENSG00000180539.7	a	g	60327.00	0.044	0.9647	+-+
ENSG00000110448.9	a	g	60327.00	0.113	0.91	-++
ENSG00000104879.4	a	g	60327.00	2.206	0.02738	+-+
ENSG00000197713.13	a	g	60327.00	0.111	0.9118	-+-
ENSG00000138617.13	a	g	60327.00	2.320	0.02035	+-+
ENSG00000213066.10	a	g	60327.00	1.070	0.2845	+++
ENSG00000168026.15	a	g	60327.00	-0.060	0.9524	+-+
ENSG00000095485.15	a	g	60327.00	1.760	0.07844	+++
ENSG00000140968.9	a	g	60327.00	1.868	0.0618	+++
ENSG00000100147.12	a	g	60327.00	0.190	0.8489	+--
ENSG00000251890.1	a	g	60327.00	-0.072	0.9429	-+-
ENSG00000116991.9	a	g	60327.00	-0.237	0.8123	-++
ENSG00000162236.10	a	g	60327.00	-0.493	0.6221	+--
ENSG00000166159.9	a	g	60327.00	0.586	0.5578	++-
ENSG00000134452.18	a	g	60327.00	0.961	0.3365	+-+
ENSG00000173992.7	a	g	60327.00	1.253	0.2103	+-+
ENSG00000055332.15	a	g	60327.00	-0.707	0.4796	-+-
ENSG00000279909.1	a	g	60327.00	-0.411	0.6814	-++
ENSG00000253005.1	a	g	60327.00	-0.071	0.9431	--+
ENSG00000169057.18	a	g	60327.00	0.858	0.3911	+-+
ENSG00000182993.3	a	g	60327.00	0.404	0.6862	++-
ENSG00000102241.10	a	g	60327.00	-0.374	0.7086	-+-
ENSG00000176659.7	a	g	60327.00	1.630	0.1031	+++
ENSG00000130762.13	a	g	60327.00	-0.805	0.4208	---
ENSG00000148386.8	a	g	60327.00	-0.702	0.4826	++-
ENSG00000144655.13	a	g	60327.00	-0.413	0.6795	+--
ENSG00000075073.13	a	g	60327.00	-0.436	0.6631	--+
ENSG00000136750.10	a	g	60327.00	2.096	0.03607	+++
ENSG00000171466.8	a	g	60327.00	-2.335	0.01954	---
ENSG00000130985.15	a	g	60327.00	-12.833	1.075e-37	---
ENSG00000180053.7	a	g	60327.00	-0.110	0.9128	+--
ENSG00000117791.14	a	g	60327.00	0.981	0.3266	++-
ENSG00000141576.13	a	g	60327.00	-2.950	0.003179	---
ENSG00000157933.9	a	g	60327.00	1.300	0.1937	+--
ENSG00000059915.15	a	g	60327.00	-0.454	0.6497	+--
ENSG00000101311.14	a	g	60327.00	1.047	0.295	++-
ENSG00000165495.14	a	g	60327.00	-2.566	0.01029	---
ENSG00000144642.19	a	g	60327.00	-0.079	0.9369	--+
ENSG00000135776.4	a	g	60327.00	2.374	0.01762	+++
ENSG00000067141.15	a	g	60327.00	1.409	0.1588	+++
ENSG00000161677.10	a	g	60327.00	-1.257	0.2087	---
ENSG00000050438.15	a	g	60327.00	-1.411	0.1584	---
ENSG00000099337.4	a	g	60327.00	-1.678	0.09328	---
ENSG00000146411.5	a	g	60327.00	0.257	0.7971	++-
ENSG00000115275.10	a	g	60327.00	0.677	0.4985	+-+
ENSG00000063322.12	a	g	60327.00	0.457	0.6475	-+-
ENSG00000090659.16	a	g	60327.00	2.166	0.03029	++-
ENSG00000220008.3	a	g	60327.00	1.735	0.0827	++-
ENSG00000177369.7	a	g	60327.00	0.334	0.7381	+-+
ENSG00000176108.8	a	g	60327.00	-2.214	0.02683	--+
ENSG00000174697.4	a	g	60327.00	-0.144	0.8857	+-+
ENSG00000250067.10	a	g	60327.00	0.205	0.8377	+-+
ENSG00000154845.14	a	g	60327.00	1.268	0.2049	-++
ENSG00000081913.12	a	g	60327.00	0.927	0.3538	-++
ENSG00000150076.21	a	g	60327.00	0.484	0.6281	+-+
ENSG00000185559.12	a	g	60327.00	0.234	0.8148	-+-
ENSG00000199487.1	a	g	60327.00	-1.258	0.2083	+--
ENSG00000201229.1	a	g	60327.00	1.017	0.3093	-++
ENSG00000127526.12	a	g	60327.00	-1.158	0.2469	---
ENSG00000183496.5	a	g	60327.00	0.335	0.7378	--+
ENSG00000201527.1	a	g	60327.00	0.188	0.8511	-+-
ENSG00000186815.11	a	g	60327.00	-1.661	0.09668	+--
ENSG00000133789.13	a	g	60327.00	-1.564	0.1177	---
ENSG00000144354.12	a	g	60327.00	1.233	0.2175	+++
ENSG00000068784.11	a	g	60327.00	-0.326	0.7445	+-+
ENSG00000138459.7	a	g	60327.00	-0.017	0.9861	+-+
ENSG00000138823.11	a	g	60327.00	0.707	0.4795	+++
ENSG00000196116.7	a	g	60327.00	0.128	0.8983	++-
ENSG00000020633.17	a	g	60327.00	-2.531	0.01139	---
ENSG00000164587.10	a	g	60327.00	1.280	0.2007	-++
ENSG00000178248.11	a	g	60327.00	-1.450	0.147	---
ENSG00000112812.14	a	g	60327.00	-2.201	0.02773	--+
ENSG00000259334.1	a	g	60327.00	-0.025	0.9803	+--
ENSG00000008710.16	a	g	60327.00	0.115	0.9087	++-
ENSG00000187242.4	a	g	60327.00	-0.593	0.5534	+--
ENSG00000100664.9	a	g	60327.00	0.389	0.6969	+--
ENSG00000179855.5	a	g	60327.00	0.423	0.672	++-
ENSG00000154222.13	a	g	60327.00	3.115	0.00184	+++
ENSG00000239250.3	a	g	60327.00	-1.522	0.128	---
ENSG00000213614.8	a	g	60327.00	2.765	0.005696	+++
ENSG00000173209.21	a	g	60327.00	1.488	0.1367	-++
ENSG00000107164.15	a	g	60327.00	-1.728	0.08399	---
ENSG00000143479.14	a	g	60327.00	1.093	0.2744	++-
ENSG00000275004.2	a	g	60327.00	0.873	0.3825	++-
ENSG00000202239.1	a	g	60327.00	0.686	0.4925	+--
ENSG00000174007.7	a	g	60327.00	-0.870	0.3841	-+-
ENSG00000168140.4	a	g	60327.00	1.559	0.119	+++
ENSG00000177981.9	a	g	60327.00	0.955	0.3396	+++
ENSG00000175967.3	a	g	60327.00	0.047	0.9628	+--
ENSG00000132535.17	a	g	60327.00	1.360	0.1738	+++
ENSG00000076662.8	a	g	60327.00	2.044	0.04098	-++
ENSG00000164056.9	a	g	60327.00	-0.321	0.7482	-+-
ENSG00000232429.3	a	g	60327.00	2.109	0.0349	+++
ENSG00000177666.14	a	g	60327.00	-1.041	0.298	+--
ENSG00000162775.13	a	g	60327.00	0.777	0.4373	-++
ENSG00000233101.9	a	g	60327.00	0.575	0.5651	-++
ENSG00000223042.1	a	g	60327.00	-0.094	0.9254	++-
ENSG00000179142.2	a	g	60327.00	0.953	0.3403	++-
ENSG00000117174.9	a	g	60327.00	-0.913	0.3613	---
ENSG00000069431.9	a	g	60327.00	-0.661	0.5084	++-
ENSG00000251703.1	a	g	20105.00	0.204	0.8387	??+
ENSG00000075391.15	a	g	60327.00	-0.353	0.7239	-+-
ENSG00000041353.8	a	g	60327.00	3.941	8.107e-05	+++
ENSG00000138777.18	a	g	60327.00	-1.436	0.151	--+
ENSG00000118689.13	a	g	60327.00	0.833	0.4046	-++
ENSG00000107669.16	a	g	60327.00	1.072	0.2837	++-
ENSG00000182652.1	a	g	60327.00	-1.461	0.1439	---
ENSG00000171502.13	a	g	60327.00	-0.447	0.6546	---
ENSG00000157617.15	a	g	60327.00	1.006	0.3146	+-+
ENSG00000198711.5	a	g	60327.00	1.421	0.1552	+++
ENSG00000185453.11	a	g	60327.00	2.251	0.02436	+++
ENSG00000171490.11	a	g	60327.00	0.016	0.9869	--+
ENSG00000108590.9	a	g	60327.00	-0.335	0.7375	-+-
ENSG00000197568.12	a	g	60327.00	-2.453	0.01417	---
ENSG00000176678.5	a	g	60327.00	-0.483	0.6292	-+-
ENSG00000205885.6	a	g	60327.00	1.970	0.04885	+++
ENSG00000125148.6	a	g	60327.00	-3.584	0.000339	---
ENSG00000065243.17	a	g	60327.00	0.089	0.9292	-+-
ENSG00000178896.6	a	g	60327.00	0.040	0.9684	--+
ENSG00000157106.15	a	g	60327.00	2.782	0.00541	+++
ENSG00000107371.11	a	g	60327.00	2.053	0.04007	+++
ENSG00000125998.7	a	g	60327.00	-1.366	0.1718	---
ENSG00000143977.12	a	g	60327.00	0.981	0.3268	+++
ENSG00000130638.14	a	g	60327.00	0.744	0.457	++-
ENSG00000163507.12	a	g	60327.00	0.684	0.4939	-+-
ENSG00000124313.11	a	g	60327.00	0.623	0.5333	-++
ENSG00000163832.14	a	g	60327.00	0.123	0.9019	++-
ENSG00000124222.20	a	g	60327.00	1.777	0.07559	+++
ENSG00000107521.17	a	g	60327.00	-0.664	0.5065	--+
ENSG00000132170.18	a	g	60327.00	0.821	0.4118	+++
ENSG00000257218.4	a	g	60327.00	0.587	0.5571	--+
ENSG00000207946.2	a	g	60327.00	-0.195	0.8452	+--
ENSG00000129437.8	a	g	60327.00	-2.131	0.03313	---
ENSG00000172289.2	a	g	60327.00	-0.042	0.9668	+--
ENSG00000053371.11	a	g	60327.00	2.135	0.03277	+++
ENSG00000177352.9	a	g	60327.00	1.016	0.3098	--+
ENSG00000025800.12	a	g	60327.00	1.042	0.2974	++-
ENSG00000156574.8	a	g	60327.00	-2.012	0.04424	---
ENSG00000222503.1	a	g	60327.00	0.923	0.3558	++-
ENSG00000164105.3	a	g	60327.00	0.165	0.8686	--+
ENSG00000104728.14	a	g	60327.00	2.975	0.002928	+-+
ENSG00000121207.10	a	g	60327.00	0.072	0.9424	++-
ENSG00000198356.10	a	g	60327.00	0.447	0.6548	-++
ENSG00000225308.2	a	g	60327.00	-1.084	0.2783	---
ENSG00000089169.13	a	g	60327.00	-0.836	0.4031	-+-
ENSG00000207468.1	a	g	60327.00	0.127	0.8986	--+
ENSG00000162624.13	a	g	60327.00	-1.898	0.05771	---
ENSG00000131778.16	a	g	60327.00	1.891	0.05862	+++
ENSG00000181222.13	a	g	60327.00	-0.593	0.5529	---
ENSG00000169122.10	a	g	60327.00	1.699	0.08932	+++
ENSG00000139116.16	a	g	40209.00	-1.129	0.2588	-?+
ENSG00000130203.8	a	g	60327.00	0.455	0.6488	-++
ENSG00000129636.11	a	g	60327.00	-0.214	0.8302	-+-
ENSG00000162699.5	a	g	60327.00	0.244	0.8071	+++
ENSG00000174574.14	a	g	60327.00	-0.238	0.8119	-++
ENSG00000121236.18	a	g	60327.00	0.190	0.8494	+-+
ENSG00000138398.14	a	g	60327.00	-1.424	0.1544	--+
ENSG00000160445.9	a	g	60327.00	0.556	0.5779	+-+
ENSG00000165092.11	a	g	60327.00	0.033	0.9736	-+-
ENSG00000185499.15	a	g	60327.00	-0.481	0.6307	-++
ENSG00000197766.6	a	g	60327.00	0.142	0.8871	+-+
ENSG00000101084.15	a	g	60327.00	-0.811	0.4173	+--
ENSG00000175224.15	a	g	60327.00	-1.976	0.04819	+--
ENSG00000184451.5	a	g	60327.00	-1.530	0.1259	-+-
ENSG00000173391.7	a	g	60327.00	-1.183	0.2368	--+
ENSG00000241217.3	a	g	60327.00	0.746	0.4555	++-
ENSG00000200378.1	a	g	60327.00	-0.028	0.9777	-+-
ENSG00000144445.14	a	g	60327.00	-3.220	0.00128	---
ENSG00000244532.1	a	g	60327.00	-1.026	0.3048	+-+
ENSG00000120149.8	a	g	60327.00	0.592	0.5536	-++
ENSG00000198393.6	a	g	60327.00	0.388	0.6978	+-+
ENSG00000123094.14	a	g	60327.00	0.807	0.4194	+++
ENSG00000169994.17	a	g	60327.00	0.899	0.3687	+-+
ENSG00000165863.15	a	g	60327.00	0.201	0.8409	++-
ENSG00000107537.12	a	g	60327.00	-0.556	0.5779	--+
ENSG00000172987.11	a	g	60327.00	-2.020	0.04335	---
ENSG00000144229.10	a	g	60327.00	1.200	0.23	++-
ENSG00000168065.14	a	g	60327.00	0.422	0.6733	+++
ENSG00000243313.2	a	g	60327.00	-1.474	0.1405	+--
ENSG00000089163.4	a	g	60327.00	1.150	0.25	+++
ENSG00000183798.4	a	g	60327.00	1.836	0.06634	+++
ENSG00000165821.10	a	g	60327.00	-2.068	0.03862	---
ENSG00000279376.1	a	g	20105.00	0.863	0.3884	??+
ENSG00000125945.13	a	g	60327.00	1.002	0.3162	+-+
ENSG00000124253.10	a	g	60327.00	0.068	0.9458	-++
ENSG00000222220.1	a	g	60327.00	0.640	0.5222	++-
ENSG00000141198.12	a	g	60327.00	0.523	0.6008	++-
ENSG00000133424.19	a	g	60327.00	1.396	0.1627	+++
ENSG00000128513.13	a	g	60327.00	-1.392	0.1641	--+
ENSG00000232307.1	a	g	60327.00	-0.022	0.9828	++-
ENSG00000180869.4	a	g	60327.00	1.285	0.1989	-++
ENSG00000187855.5	a	g	60327.00	-0.105	0.9165	-+-
ENSG00000135913.9	a	g	60327.00	-1.619	0.1054	--+
ENSG00000137101.11	a	g	60327.00	-0.434	0.6641	+--
ENSG00000115758.11	a	g	60327.00	0.083	0.9337	-++
ENSG00000196199.12	a	g	60327.00	-1.754	0.07935	--+
ENSG00000235217.6	a	g	60327.00	0.556	0.5779	+-+
ENSG00000180263.12	a	g	60327.00	-3.107	0.001891	---
ENSG00000076555.14	a	g	60327.00	0.466	0.641	++-
ENSG00000110675.11	a	g	60327.00	1.215	0.2243	-++
ENSG00000088756.11	a	g	60327.00	0.916	0.3595	+-+
ENSG00000100505.12	a	g	60327.00	0.924	0.3553	++-
ENSG00000178715.8	a	g	60327.00	-0.055	0.956	+-+
ENSG00000126217.19	a	g	60327.00	1.983	0.04738	+++
ENSG00000100528.10	a	g	60327.00	-0.580	0.5616	-+-
ENSG00000175505.10	a	g	60327.00	0.674	0.5002	+-+
ENSG00000163913.10	a	g	60327.00	-1.290	0.197	--+
ENSG00000165879.8	a	g	60327.00	-0.153	0.8781	+--
ENSG00000068394.10	a	g	60327.00	-0.591	0.5546	--+
ENSG00000100292.15	a	g	60327.00	0.719	0.4719	+-+
ENSG00000213246.5	a	g	60327.00	-3.357	0.0007869	---
ENSG00000107362.12	a	g	60327.00	-0.300	0.764	++-
ENSG00000222666.2	a	g	60327.00	1.881	0.05992	+++
ENSG00000142082.13	a	g	60327.00	2.254	0.02422	++-
ENSG00000157551.16	a	g	60327.00	0.896	0.3703	+-+
ENSG00000178503.6	a	g	60327.00	1.186	0.2358	+++
ENSG00000189320.7	a	g	60327.00	1.141	0.2537	-++
ENSG00000116604.16	a	g	60327.00	0.320	0.7493	+--
ENSG00000175538.9	a	g	60327.00	-1.471	0.1414	---
ENSG00000177469.12	a	g	60327.00	0.519	0.6036	-+-
ENSG00000137074.17	a	g	60327.00	0.417	0.6765	+-+
ENSG00000198633.9	a	g	60327.00	0.724	0.4691	-++
ENSG00000044446.10	a	g	60327.00	0.630	0.5284	++-
ENSG00000197565.14	a	g	60327.00	-0.417	0.6766	---
ENSG00000112096.15	a	g	60327.00	0.238	0.8122	++-
ENSG00000135702.13	a	g	60327.00	1.186	0.2356	-+-
ENSG00000047230.13	a	g	60327.00	5.685	1.307e-08	+++
ENSG00000143889.14	a	g	60327.00	-0.443	0.6576	-++
ENSG00000270500.1	a	g	60327.00	0.153	0.8781	+--
ENSG00000201085.1	a	g	60327.00	-0.248	0.8042	-++
ENSG00000176563.8	a	g	60327.00	2.093	0.03638	+++
ENSG00000182199.9	a	g	60327.00	-0.692	0.4892	--+
ENSG00000122729.17	a	g	60327.00	-1.078	0.2811	---
ENSG00000202222.1	a	g	60327.00	1.040	0.2982	++-
ENSG00000166250.10	a	g	60327.00	-0.003	0.9973	++-
ENSG00000222920.1	a	g	60327.00	-1.117	0.2639	---
ENSG00000241553.11	a	g	60327.00	1.358	0.1746	+++
ENSG00000102802.8	a	g	60327.00	-0.489	0.6249	--+
ENSG00000166128.11	a	g	60327.00	-1.023	0.3061	---
ENSG00000207303.1	a	g	60327.00	0.027	0.9786	--+
ENSG00000185261.12	a	g	60327.00	0.796	0.4259	+++
ENSG00000137731.12	a	g	60327.00	-0.974	0.3299	--+
ENSG00000121716.17	a	g	60327.00	0.775	0.4385	+++
ENSG00000227953.5	a	g	60327.00	0.300	0.7645	-++
ENSG00000177558.3	a	g	60327.00	-0.260	0.7948	--+
ENSG00000196715.5	a	g	60327.00	0.040	0.9678	+-+
ENSG00000164729.7	a	g	60327.00	-1.518	0.1291	---
ENSG00000138768.13	a	g	60327.00	-0.166	0.8679	+--
ENSG00000200326.1	a	g	60327.00	0.448	0.6543	++-
ENSG00000178796.11	a	g	60327.00	0.068	0.9461	--+
ENSG00000271605.4	a	g	60327.00	-0.190	0.8496	+--
ENSG00000112303.12	a	g	60327.00	-1.932	0.05332	---
ENSG00000111537.4	a	g	60327.00	-1.257	0.2089	--+
ENSG00000159403.14	a	g	60327.00	1.629	0.1032	-++
ENSG00000273428.3	a	g	60327.00	-1.332	0.1827	+--
ENSG00000204856.10	a	g	60327.00	0.512	0.6083	++-
ENSG00000116954.7	a	g	60327.00	2.345	0.01904	+++
ENSG00000188706.11	a	g	60327.00	1.081	0.2798	+++
ENSG00000114279.12	a	g	60327.00	-1.096	0.273	-+-
ENSG00000221914.7	a	g	60327.00	0.043	0.9657	++-
ENSG00000188505.4	a	g	60327.00	0.386	0.6998	-++
ENSG00000162735.17	a	g	60327.00	-1.065	0.2869	+--
ENSG00000275410.3	a	g	60327.00	0.197	0.844	++-
ENSG00000174358.14	a	g	60327.00	-0.070	0.9445	-++
ENSG00000077092.17	a	g	60327.00	-0.622	0.5342	---
ENSG00000117868.14	a	g	60327.00	0.185	0.8535	-+-
ENSG00000068912.12	a	g	60327.00	-1.435	0.1512	-+-
ENSG00000166884.2	a	g	60327.00	-0.120	0.9045	+--
ENSG00000162927.12	a	g	60327.00	-0.393	0.6944	+--
ENSG00000116922.13	a	g	60327.00	-0.623	0.5336	+--
ENSG00000006659.11	a	g	60327.00	1.159	0.2466	+-+
ENSG00000152784.14	a	g	60327.00	-3.295	0.0009836	---
ENSG00000163406.9	a	g	60327.00	-3.181	0.001468	---
ENSG00000104960.14	a	g	60327.00	-0.639	0.5229	---
ENSG00000121766.13	a	g	60327.00	0.422	0.6733	++-
ENSG00000252039.1	a	g	60327.00	0.372	0.7097	-+-
ENSG00000212133.1	a	g	60327.00	0.201	0.8406	--+
ENSG00000102970.9	a	g	60327.00	0.861	0.3894	+-+
ENSG00000126822.14	a	g	60327.00	-1.647	0.09953	--+
ENSG00000164291.15	a	g	60327.00	-0.641	0.5218	+--
ENSG00000262209.2	a	g	60327.00	0.544	0.5867	-++
ENSG00000162241.11	a	g	60327.00	1.925	0.05417	++-
ENSG00000196295.10	a	g	60327.00	-0.623	0.5336	-++
ENSG00000117010.14	a	g	60327.00	-3.007	0.002642	---
ENSG00000201643.1	a	g	60327.00	-0.677	0.4984	+--
ENSG00000201772.1	a	g	60327.00	-3.792	0.0001495	---
ENSG00000166535.18	a	g	60327.00	0.870	0.3841	+-+
ENSG00000165392.8	a	g	60327.00	1.194	0.2326	+++
ENSG00000170468.7	a	g	60327.00	1.880	0.06017	+++
ENSG00000252182.1	a	g	60327.00	1.797	0.0723	+++
ENSG00000221468.1	a	g	60327.00	-0.583	0.56	---
ENSG00000146802.11	a	g	60327.00	1.040	0.2981	+++
ENSG00000010282.13	a	g	60327.00	1.421	0.1553	+++
ENSG00000125514.8	a	g	60327.00	1.219	0.223	+++
ENSG00000139192.10	a	g	60327.00	-0.478	0.6328	+--
ENSG00000253078.1	a	g	60327.00	1.564	0.1179	+-+
ENSG00000233937.5	a	g	60327.00	-0.398	0.6904	-+-
ENSG00000274180.1	a	g	60327.00	-1.668	0.09529	---
ENSG00000207863.1	a	g	60327.00	0.242	0.809	+-+
ENSG00000101180.14	a	g	60327.00	-1.116	0.2642	---
ENSG00000212319.1	a	g	40222.00	-0.720	0.4715	+-?
ENSG00000167842.14	a	g	60327.00	-1.233	0.2176	+--
ENSG00000108774.13	a	g	60327.00	-0.150	0.8809	+--
