MarkerName	Allele1	Allele2	Weight	Zscore	P-value	Direction
ENSG00000121073.12	a	g	60327.00	0.390	0.6968	++-
ENSG00000105370.6	a	g	60327.00	-0.165	0.869	-+-
ENSG00000042832.10	a	g	60327.00	-2.848	0.004393	---
ENSG00000240021.8	a	g	60327.00	1.151	0.2499	++-
ENSG00000274736.3	a	g	60327.00	-2.263	0.02365	---
ENSG00000136754.15	a	g	60327.00	-1.664	0.09604	---
ENSG00000104221.11	a	g	60327.00	-0.955	0.3394	+--
ENSG00000104804.6	a	g	60327.00	-1.531	0.1257	+--
ENSG00000114209.13	a	g	60327.00	1.050	0.2938	+++
ENSG00000182022.16	a	g	60327.00	-1.098	0.2721	-+-
ENSG00000069018.16	a	g	60327.00	1.660	0.09682	+++
ENSG00000205174.4	a	g	60327.00	0.390	0.6965	-+-
ENSG00000111674.7	a	g	60327.00	0.910	0.3629	-++
ENSG00000276956.1	a	g	60327.00	-0.196	0.8445	+-+
ENSG00000207490.1	a	g	60327.00	-0.238	0.8121	++-
ENSG00000188761.10	a	g	60327.00	-0.816	0.4147	--+
ENSG00000158769.16	a	g	60327.00	-0.346	0.7291	--+
ENSG00000177984.6	a	g	60327.00	0.522	0.6019	++-
ENSG00000111817.15	a	g	60327.00	-3.144	0.001664	---
ENSG00000115840.12	a	g	60327.00	0.602	0.547	+-+
ENSG00000182591.5	a	g	60327.00	-0.910	0.3628	+--
ENSG00000252765.1	a	g	60327.00	-0.545	0.5855	-+-
ENSG00000070501.10	a	g	60327.00	0.296	0.7675	-++
ENSG00000101363.11	a	g	60327.00	-1.785	0.0742	---
ENSG00000168872.14	a	g	60327.00	-0.558	0.5772	-+-
ENSG00000186104.9	a	g	60327.00	-0.576	0.5649	-++
ENSG00000139289.12	a	g	60327.00	-2.157	0.03101	---
ENSG00000197343.9	a	g	60327.00	0.424	0.6713	+-+
ENSG00000077348.7	a	g	60327.00	-0.296	0.7676	-+-
ENSG00000162687.15	a	g	20105.00	-0.244	0.8075	??-
ENSG00000090061.16	a	g	60327.00	1.893	0.05841	-++
ENSG00000112249.12	a	g	60327.00	0.547	0.5842	-++
ENSG00000175592.7	a	g	60327.00	1.049	0.2943	++-
ENSG00000056586.14	a	g	60327.00	3.445	0.0005714	+++
ENSG00000204866.7	a	g	60327.00	0.423	0.672	-++
ENSG00000103855.16	a	g	60327.00	0.790	0.4295	+-+
ENSG00000137699.15	a	g	60327.00	1.129	0.259	+-+
ENSG00000198286.8	a	g	60327.00	0.279	0.7801	-++
ENSG00000038295.6	a	g	60327.00	0.504	0.6144	--+
ENSG00000199934.1	a	g	60327.00	0.914	0.3606	+++
ENSG00000130313.5	a	g	60327.00	-1.665	0.09592	---
ENSG00000177455.10	a	g	60327.00	-0.862	0.3885	-+-
ENSG00000109163.6	a	g	60327.00	-0.665	0.5062	-+-
ENSG00000244389.3	a	g	60327.00	0.255	0.7984	-++
ENSG00000237041.1	a	g	60327.00	0.263	0.7926	++-
ENSG00000207638.1	a	g	60327.00	0.324	0.746	-++
ENSG00000135299.15	a	g	60327.00	-0.549	0.5831	--+
ENSG00000175906.4	a	g	60327.00	0.134	0.8931	-+-
ENSG00000249774.1	a	g	60327.00	-0.123	0.9018	+--
ENSG00000142700.10	a	g	60327.00	-1.029	0.3036	--+
ENSG00000004866.17	a	g	60327.00	2.248	0.02457	++-
ENSG00000179071.4	a	g	60327.00	1.231	0.2185	+++
ENSG00000118322.11	a	g	60327.00	-1.779	0.07519	---
ENSG00000076108.10	a	g	60327.00	2.538	0.01116	+++
ENSG00000198945.6	a	g	60327.00	-0.337	0.7359	+--
ENSG00000146463.10	a	g	60327.00	2.949	0.003187	+++
ENSG00000207144.1	a	g	60327.00	-0.599	0.5493	+--
ENSG00000164877.17	a	g	60327.00	2.143	0.03208	-++
ENSG00000212526.1	a	g	60327.00	1.414	0.1573	++-
ENSG00000141994.14	a	g	60327.00	1.583	0.1134	+++
ENSG00000219807.2	a	g	60327.00	-1.047	0.2951	---
ENSG00000187837.3	a	g	60327.00	-2.045	0.04081	-+-
ENSG00000100100.11	a	g	60327.00	-0.936	0.3493	-+-
ENSG00000113048.15	a	g	60327.00	1.694	0.09031	+++
ENSG00000172456.15	a	g	60327.00	-1.075	0.2823	--+
ENSG00000160401.13	a	g	60327.00	0.759	0.4481	+-+
ENSG00000134684.9	a	g	60327.00	0.219	0.8269	++-
ENSG00000184292.6	a	g	60327.00	0.574	0.5663	-+-
ENSG00000081479.11	a	g	60327.00	1.390	0.1645	+++
ENSG00000255002.1	a	g	60327.00	-0.386	0.6994	--+
ENSG00000182957.14	a	g	60327.00	1.787	0.07395	+-+
ENSG00000114805.15	a	g	60327.00	0.331	0.7409	-+-
ENSG00000198521.10	a	g	60327.00	2.827	0.004695	+++
ENSG00000135248.14	a	g	60327.00	0.312	0.7549	+-+
ENSG00000134809.7	a	g	60327.00	1.874	0.06091	++-
ENSG00000106328.9	a	g	60327.00	1.576	0.115	+++
ENSG00000162992.3	a	g	60327.00	0.757	0.4488	++-
ENSG00000075884.11	a	g	60327.00	1.077	0.2815	+++
ENSG00000183876.8	a	g	60327.00	0.504	0.6141	+++
ENSG00000143443.9	a	g	60327.00	0.177	0.8594	-++
ENSG00000198873.11	a	g	60327.00	-0.346	0.729	++-
ENSG00000120832.8	a	g	60327.00	1.630	0.1031	+++
ENSG00000275154.1	a	g	60327.00	0.901	0.3678	-++
ENSG00000200036.1	a	g	60327.00	-0.569	0.5693	--+
ENSG00000172159.14	a	g	60327.00	1.018	0.3087	+++
ENSG00000251828.1	a	g	40209.00	1.148	0.2508	+?+
ENSG00000242971.3	a	g	60327.00	-0.438	0.6615	-+-
ENSG00000115548.15	a	g	60327.00	2.027	0.04263	+++
ENSG00000127511.8	a	g	60327.00	-1.253	0.2101	--+
ENSG00000208004.2	a	g	60327.00	-1.582	0.1137	--+
ENSG00000155087.3	a	g	60327.00	1.235	0.2167	+++
ENSG00000161395.11	a	g	60327.00	3.391	0.0006968	+++
ENSG00000137841.10	a	g	60327.00	-2.754	0.005892	---
ENSG00000181444.11	a	g	60327.00	-3.254	0.00114	---
ENSG00000120215.8	a	g	60327.00	1.403	0.1605	+++
ENSG00000079134.10	a	g	60327.00	1.432	0.1523	+++
ENSG00000226510.1	a	g	60327.00	1.026	0.3049	-++
ENSG00000111641.9	a	g	60327.00	1.065	0.2868	-++
ENSG00000124275.13	a	g	60327.00	-1.722	0.08513	---
ENSG00000168724.13	a	g	60327.00	-0.385	0.7	-+-
ENSG00000144455.12	a	g	60327.00	0.448	0.6543	+-+
ENSG00000165623.8	a	g	60327.00	0.246	0.8056	-+-
ENSG00000242818.3	a	g	60327.00	-1.132	0.2577	+--
ENSG00000087495.15	a	g	60327.00	-0.099	0.9208	+--
ENSG00000007314.10	a	g	60327.00	-0.217	0.8282	-+-
ENSG00000243646.7	a	g	60327.00	-0.955	0.3394	+--
ENSG00000180096.10	a	g	60327.00	0.316	0.7523	-+-
ENSG00000152284.4	a	g	60327.00	-0.558	0.5766	--+
ENSG00000076944.13	a	g	60327.00	0.106	0.9157	+-+
ENSG00000114854.6	a	g	60327.00	0.840	0.4011	+++
ENSG00000242989.3	a	g	60327.00	-0.079	0.9371	--+
ENSG00000137571.9	a	g	60327.00	0.869	0.3849	+++
ENSG00000148143.11	a	g	60327.00	-1.200	0.23	---
ENSG00000139641.11	a	g	60327.00	-0.091	0.9276	-+-
ENSG00000111711.8	a	g	60327.00	0.657	0.511	+--
ENSG00000233426.3	a	g	60327.00	1.957	0.05036	+++
ENSG00000270980.1	a	g	60327.00	-0.255	0.7985	+--
ENSG00000089195.13	a	g	60327.00	2.688	0.007185	+++
ENSG00000188725.6	a	g	60327.00	1.692	0.09072	+++
ENSG00000201628.1	a	g	60327.00	0.586	0.5581	+-+
ENSG00000171873.7	a	g	60327.00	0.129	0.8977	+-+
ENSG00000263479.2	a	g	60327.00	-0.294	0.7691	--+
ENSG00000105880.4	a	g	60327.00	0.888	0.3747	-++
ENSG00000164692.16	a	g	60327.00	1.595	0.1108	++-
ENSG00000124193.13	a	g	60327.00	-0.015	0.9878	+--
ENSG00000158560.13	a	g	60327.00	-0.609	0.5428	--+
ENSG00000151276.22	a	g	60327.00	0.255	0.7985	+-+
ENSG00000163625.14	a	g	60327.00	-4.023	5.749e-05	---
ENSG00000202082.1	a	g	60327.00	0.950	0.3419	++-
ENSG00000201704.1	a	g	60327.00	0.345	0.7301	+--
ENSG00000176857.5	a	g	60327.00	-0.529	0.597	+-+
ENSG00000090889.11	a	g	60327.00	-0.499	0.6175	--+
ENSG00000122188.11	a	g	60327.00	0.977	0.3284	+-+
ENSG00000138182.13	a	g	60327.00	2.047	0.04064	+++
ENSG00000223749.6	a	g	60327.00	-0.780	0.4354	+-+
ENSG00000222111.1	a	g	60327.00	-1.311	0.1898	---
ENSG00000135842.15	a	g	60327.00	-0.436	0.6629	+--
ENSG00000002919.13	a	g	60327.00	-2.020	0.04338	---
ENSG00000223982.3	a	g	60327.00	-0.353	0.7244	++-
ENSG00000180035.9	a	g	60327.00	0.750	0.4532	-++
ENSG00000182774.9	a	g	60327.00	0.407	0.6843	-++
ENSG00000099817.10	a	g	60327.00	-1.264	0.2061	---
ENSG00000186451.1	a	g	60327.00	-2.906	0.003663	---
ENSG00000255647.3	a	g	60327.00	-0.657	0.511	-+-
ENSG00000174799.9	a	g	60327.00	0.831	0.4058	-++
ENSG00000188735.11	a	g	60327.00	1.141	0.254	+++
ENSG00000095574.10	a	g	60327.00	0.826	0.4089	-++
ENSG00000114395.9	a	g	60327.00	-0.123	0.9019	+--
ENSG00000184432.8	a	g	60327.00	-1.553	0.1203	---
ENSG00000135828.10	a	g	60327.00	-0.585	0.5584	+--
ENSG00000101349.15	a	g	60327.00	0.384	0.701	+++
ENSG00000148288.10	a	g	60327.00	-1.667	0.09551	+--
ENSG00000104177.16	a	g	60327.00	1.383	0.1665	+++
ENSG00000130669.16	a	g	60327.00	0.272	0.7857	-++
ENSG00000176281.4	a	g	60327.00	-0.228	0.8196	++-
ENSG00000236791.2	a	g	60327.00	-0.822	0.4112	-+-
ENSG00000128917.6	a	g	60327.00	-0.053	0.9578	--+
ENSG00000214046.7	a	g	60327.00	0.001	0.9995	+--
ENSG00000029993.13	a	g	60327.00	0.496	0.6198	+++
ENSG00000187720.13	a	g	60327.00	2.067	0.03871	+++
ENSG00000202000.1	a	g	60327.00	0.682	0.495	++-
ENSG00000186136.1	a	g	60327.00	0.753	0.4515	++-
ENSG00000004838.12	a	g	60327.00	-0.746	0.4559	+--
ENSG00000160957.11	a	g	60327.00	0.434	0.6643	-+-
ENSG00000260357.1	a	g	60327.00	0.924	0.3555	++-
ENSG00000213341.9	a	g	60327.00	-0.104	0.9169	+--
ENSG00000207814.1	a	g	60327.00	-0.843	0.3991	---
ENSG00000176531.9	a	g	60327.00	1.229	0.2189	-++
ENSG00000146426.16	a	g	60327.00	-0.987	0.3238	-+-
ENSG00000185448.10	a	g	60327.00	-0.538	0.5904	+--
ENSG00000142319.17	a	g	60327.00	1.232	0.2178	-++
ENSG00000099785.9	a	g	60327.00	-1.532	0.1256	+--
ENSG00000160767.19	a	g	60327.00	-1.026	0.3048	---
ENSG00000078237.5	a	g	60327.00	-0.971	0.3313	-+-
ENSG00000182586.6	a	g	60327.00	0.111	0.912	+--
ENSG00000033327.11	a	g	60327.00	-0.393	0.6945	-++
ENSG00000126775.8	a	g	60327.00	1.805	0.07112	+++
ENSG00000105755.6	a	g	60327.00	-1.033	0.3017	---
ENSG00000186951.15	a	g	60327.00	-0.599	0.5495	--+
ENSG00000226155.1	a	g	60327.00	-1.004	0.3151	--+
ENSG00000242853.3	a	g	60327.00	-1.327	0.1845	--+
ENSG00000196123.11	a	g	60327.00	-1.670	0.09482	---
ENSG00000120327.6	a	g	60327.00	-0.195	0.8453	++-
ENSG00000222011.7	a	g	60327.00	-0.840	0.4008	+--
ENSG00000058668.13	a	g	60327.00	-1.062	0.2881	--+
ENSG00000182921.9	a	g	20104.00	-0.271	0.7863	-??
ENSG00000079332.13	a	g	60327.00	-0.647	0.5178	+--
ENSG00000132471.10	a	g	60327.00	0.491	0.6238	++-
ENSG00000111816.7	a	g	60327.00	1.718	0.08582	++-
ENSG00000230637.2	a	g	60327.00	1.005	0.3147	++-
ENSG00000204406.10	a	g	60327.00	-2.347	0.01893	---
ENSG00000112893.8	a	g	60327.00	-0.768	0.4427	---
ENSG00000185015.6	a	g	60327.00	-0.596	0.5514	-+-
ENSG00000173769.4	a	g	60327.00	-0.072	0.9423	-+-
ENSG00000114503.9	a	g	60327.00	-0.259	0.7958	--+
ENSG00000242436.3	a	g	60327.00	-0.561	0.5746	-++
ENSG00000005700.13	a	g	60327.00	1.791	0.07332	+++
ENSG00000119812.17	a	g	60327.00	0.626	0.5314	+-+
ENSG00000198108.3	a	g	60327.00	0.481	0.6302	-+-
ENSG00000181355.19	a	g	60327.00	1.106	0.2689	+++
ENSG00000163378.12	a	g	60327.00	2.300	0.02143	+++
ENSG00000139644.11	a	g	60327.00	-1.520	0.1285	-+-
ENSG00000185483.10	a	g	60327.00	2.304	0.0212	++-
ENSG00000116690.10	a	g	60327.00	-1.831	0.06703	+--
ENSG00000170464.8	a	g	60327.00	3.223	0.001269	+++
ENSG00000176261.14	a	g	60327.00	-0.723	0.4696	---
ENSG00000225190.7	a	g	60327.00	-1.564	0.1178	---
ENSG00000171385.8	a	g	60327.00	-0.386	0.6995	--+
ENSG00000116199.10	a	g	60327.00	-0.104	0.9173	--+
ENSG00000074800.12	a	g	60327.00	1.454	0.1459	+++
ENSG00000212551.2	a	g	20104.00	0.512	0.6088	+??
ENSG00000178741.10	a	g	60327.00	1.765	0.07759	-++
ENSG00000177418.2	a	g	60327.00	2.111	0.03476	++-
ENSG00000206903.1	a	g	60327.00	1.207	0.2273	++-
ENSG00000111667.12	a	g	60327.00	1.971	0.04878	+++
ENSG00000108771.11	a	g	60327.00	0.239	0.8112	++-
ENSG00000189144.12	a	g	60327.00	-2.197	0.02802	---
ENSG00000200495.1	a	g	60327.00	-1.230	0.2187	-++
ENSG00000108691.8	a	g	60327.00	0.297	0.7667	++-
ENSG00000246596.5	a	g	60327.00	0.386	0.6997	+-+
ENSG00000170929.5	a	g	60327.00	0.128	0.8979	+--
ENSG00000080845.16	a	g	60327.00	-1.799	0.07202	---
ENSG00000143839.13	a	g	60327.00	1.127	0.2596	-++
ENSG00000276757.1	a	g	60327.00	-0.824	0.4098	---
ENSG00000181798.2	a	g	60327.00	0.194	0.8463	-+-
ENSG00000104907.11	a	g	60327.00	0.547	0.5842	-++
ENSG00000250423.2	a	g	60327.00	-1.894	0.05819	---
ENSG00000179168.13	a	g	60327.00	1.246	0.2128	+-+
ENSG00000169418.9	a	g	60327.00	0.442	0.6585	+--
ENSG00000140995.15	a	g	60327.00	-3.224	0.001266	---
ENSG00000125888.13	a	g	60327.00	0.029	0.977	-++
ENSG00000156097.11	a	g	60327.00	-1.289	0.1975	-+-
ENSG00000120251.17	a	g	60327.00	1.056	0.2909	+++
ENSG00000156876.9	a	g	60327.00	1.040	0.2985	+++
ENSG00000155096.12	a	g	60327.00	-1.852	0.064	---
ENSG00000197535.13	a	g	60327.00	-0.726	0.4676	+--
ENSG00000182208.11	a	g	60327.00	-1.230	0.2185	---
ENSG00000206605.1	a	g	60327.00	-0.086	0.9315	+-+
ENSG00000100485.10	a	g	60327.00	-0.614	0.539	-+-
ENSG00000160973.7	a	g	60327.00	-0.239	0.8109	-+-
ENSG00000155463.11	a	g	60327.00	0.757	0.4493	+++
ENSG00000197183.11	a	g	60327.00	-0.128	0.8981	++-
ENSG00000168807.15	a	g	60327.00	-2.850	0.004376	---
ENSG00000124802.10	a	g	60327.00	0.918	0.3588	++-
ENSG00000214883.4	a	g	60327.00	0.894	0.3715	-++
ENSG00000126522.15	a	g	60327.00	0.812	0.417	+++
ENSG00000091704.8	a	g	60327.00	-0.777	0.4372	---
ENSG00000183864.4	a	g	60327.00	2.019	0.04349	+-+
ENSG00000252782.1	a	g	60327.00	0.651	0.5152	-++
ENSG00000174914.1	a	g	60327.00	-0.105	0.9165	+--
ENSG00000165511.6	a	g	60327.00	-0.061	0.9512	++-
ENSG00000276653.1	a	g	60327.00	1.151	0.2497	+++
ENSG00000185899.1	a	g	60327.00	-0.666	0.5052	---
ENSG00000099840.12	a	g	60327.00	0.427	0.6693	--+
ENSG00000100012.10	a	g	60327.00	-0.538	0.5903	-+-
ENSG00000185168.5	a	g	60327.00	-0.125	0.9009	-+-
ENSG00000263432.2	a	g	60327.00	-0.689	0.4911	-++
ENSG00000140464.18	a	g	60327.00	-0.025	0.9804	++-
ENSG00000126226.20	a	g	60327.00	-3.079	0.002074	---
ENSG00000159592.9	a	g	60327.00	0.587	0.5575	-++
ENSG00000102871.14	a	g	60327.00	-1.658	0.09729	--+
ENSG00000144827.7	a	g	60327.00	-2.617	0.008871	---
ENSG00000235962.5	a	g	60327.00	-0.419	0.6754	--+
ENSG00000134996.11	a	g	60327.00	-2.211	0.02703	---
ENSG00000119661.13	a	g	60327.00	2.644	0.008192	+++
ENSG00000114686.7	a	g	60327.00	0.076	0.9396	++-
ENSG00000129518.7	a	g	60327.00	1.174	0.2405	-++
ENSG00000133606.9	a	g	60327.00	1.879	0.0602	+++
ENSG00000162521.17	a	g	60327.00	0.581	0.561	+-+
ENSG00000145864.11	a	g	60327.00	-0.100	0.9207	--+
ENSG00000130589.15	a	g	60327.00	-2.405	0.01618	-+-
ENSG00000171056.7	a	g	60327.00	0.462	0.6443	-++
ENSG00000188488.12	a	g	60327.00	-1.138	0.255	+--
ENSG00000221900.5	a	g	60327.00	0.952	0.3411	+-+
ENSG00000145362.15	a	g	60327.00	0.076	0.9397	++-
ENSG00000214189.7	a	g	60327.00	-0.583	0.5599	--+
ENSG00000197498.11	a	g	60327.00	0.504	0.6143	-++
ENSG00000139998.13	a	g	60327.00	0.028	0.978	-++
ENSG00000109576.12	a	g	60327.00	0.594	0.5525	-++
ENSG00000115423.17	a	g	60327.00	1.021	0.307	+++
ENSG00000075292.17	a	g	60327.00	-1.264	0.2063	---
ENSG00000085063.13	a	g	60327.00	0.280	0.7793	-+-
ENSG00000102316.15	a	g	60327.00	-0.724	0.4692	---
ENSG00000011132.10	a	g	60327.00	-1.305	0.1918	---
ENSG00000152684.10	a	g	60327.00	-0.239	0.8107	+-+
ENSG00000128294.14	a	g	60327.00	-2.374	0.01759	---
ENSG00000147378.10	a	g	60327.00	-0.180	0.8569	-++
ENSG00000125962.13	a	g	60327.00	2.984	0.002848	+++
ENSG00000130948.8	a	g	60327.00	0.186	0.8528	-++
ENSG00000053770.10	a	g	60327.00	1.981	0.04764	+++
ENSG00000178460.16	a	g	60327.00	0.893	0.3718	-++
ENSG00000243845.3	a	g	60327.00	0.982	0.3263	+-+
ENSG00000128463.11	a	g	60327.00	0.449	0.6536	-+-
ENSG00000164695.4	a	g	60327.00	-0.476	0.6341	-+-
ENSG00000196663.14	a	g	60327.00	-1.064	0.2875	+--
ENSG00000001497.15	a	g	60327.00	1.870	0.06146	++-
ENSG00000240637.3	a	g	60327.00	-0.814	0.4154	--+
ENSG00000280837.1	a	g	60327.00	0.299	0.7652	-+-
ENSG00000167962.11	a	g	60327.00	0.815	0.4152	+++
ENSG00000253846.2	a	g	60327.00	0.611	0.5412	++-
ENSG00000197429.9	a	g	60327.00	1.157	0.2473	+++
ENSG00000144659.9	a	g	60327.00	2.202	0.02764	+++
ENSG00000235162.7	a	g	60327.00	1.336	0.1815	+++
ENSG00000102383.12	a	g	60327.00	-1.844	0.06524	---
ENSG00000236790.4	a	g	60327.00	-0.505	0.6137	+--
ENSG00000199920.1	a	g	60327.00	-2.185	0.02892	---
ENSG00000172543.6	a	g	60327.00	0.486	0.6272	-++
ENSG00000138642.13	a	g	60327.00	-0.800	0.4238	-+-
ENSG00000121853.3	a	g	60327.00	1.414	0.1575	++-
ENSG00000105376.4	a	g	60327.00	-0.022	0.9827	-++
ENSG00000201109.1	a	g	60327.00	-0.783	0.4337	+--
ENSG00000040731.9	a	g	60327.00	0.888	0.3746	+++
ENSG00000222145.1	a	g	60327.00	0.342	0.7327	+-+
ENSG00000164049.13	a	g	60327.00	0.275	0.7831	+--
ENSG00000171611.8	a	g	60327.00	0.184	0.8544	++-
ENSG00000239367.2	a	g	60327.00	-0.018	0.986	-++
ENSG00000181523.11	a	g	60327.00	-1.161	0.2458	--+
ENSG00000137393.9	a	g	60327.00	-2.584	0.00978	---
ENSG00000206647.1	a	g	60327.00	-0.028	0.9777	-+-
ENSG00000177383.4	a	g	60327.00	-0.770	0.4413	+-+
ENSG00000233695.2	a	g	60327.00	-0.169	0.8658	--+
ENSG00000251704.1	a	g	60327.00	-0.104	0.9174	-+-
ENSG00000236256.8	a	g	60327.00	-2.335	0.01953	---
ENSG00000207198.1	a	g	60327.00	0.009	0.9925	-+-
ENSG00000279500.1	a	g	60327.00	-0.610	0.542	+--
ENSG00000163235.14	a	g	60327.00	-2.186	0.02883	-+-
ENSG00000187514.13	a	g	60327.00	-0.952	0.3411	--+
ENSG00000113638.11	a	g	60327.00	-0.700	0.484	---
ENSG00000164488.10	a	g	60327.00	0.453	0.6503	+-+
ENSG00000002016.15	a	g	60327.00	-2.440	0.0147	---
ENSG00000238741.1	a	g	60327.00	-0.065	0.9484	+--
ENSG00000136997.13	a	g	60327.00	-2.798	0.005134	---
ENSG00000131475.5	a	g	60327.00	-1.096	0.2729	-+-
ENSG00000132109.9	a	g	60327.00	-1.331	0.1832	---
ENSG00000152234.14	a	g	60327.00	0.407	0.684	++-
ENSG00000182400.13	a	g	60327.00	-2.041	0.04121	---
ENSG00000147121.14	a	g	60327.00	0.530	0.5964	-++
ENSG00000135083.13	a	g	60327.00	0.892	0.3723	+++
ENSG00000168763.14	a	g	60327.00	-1.778	0.07547	---
ENSG00000169126.14	a	g	60327.00	1.229	0.2192	-++
ENSG00000120889.11	a	g	60327.00	0.652	0.5142	+-+
ENSG00000186354.9	a	g	60327.00	0.160	0.8732	+--
ENSG00000108239.8	a	g	60327.00	-1.909	0.05623	---
ENSG00000198569.8	a	g	60327.00	-1.220	0.2226	-+-
ENSG00000251756.1	a	g	60327.00	0.953	0.3406	+++
ENSG00000130592.12	a	g	60327.00	-0.552	0.5812	+--
ENSG00000177291.3	a	g	60327.00	-0.575	0.565	--+
ENSG00000144468.15	a	g	60327.00	2.210	0.02709	+++
ENSG00000133101.8	a	g	60327.00	-0.900	0.3683	--+
ENSG00000267080.4	a	g	60327.00	0.040	0.9681	+-+
ENSG00000115593.13	a	g	60327.00	-0.771	0.4406	-+-
ENSG00000140563.13	a	g	60327.00	1.425	0.1541	+-+
ENSG00000181023.6	a	g	60327.00	-0.870	0.3843	+--
ENSG00000142303.12	a	g	60327.00	-1.659	0.09703	--+
ENSG00000130544.10	a	g	60327.00	0.711	0.4768	+-+
ENSG00000123307.3	a	g	60327.00	-0.668	0.5042	-+-
ENSG00000242493.3	a	g	60327.00	-0.970	0.332	+--
ENSG00000158006.12	a	g	60327.00	-0.615	0.5383	+--
ENSG00000067955.12	a	g	60327.00	-1.201	0.2297	---
ENSG00000057294.12	a	g	60327.00	-1.187	0.2352	--+
ENSG00000242992.3	a	g	60327.00	-0.280	0.7794	+--
ENSG00000164626.8	a	g	60327.00	1.023	0.3062	+-+
ENSG00000073754.5	a	g	60327.00	1.062	0.2882	+-+
ENSG00000182372.6	a	g	60327.00	0.371	0.7109	+++
ENSG00000161914.8	a	g	60327.00	0.158	0.8744	--+
ENSG00000175800.5	a	g	60327.00	1.408	0.159	++-
ENSG00000173285.3	a	g	60327.00	-0.848	0.3965	+--
ENSG00000199709.1	a	g	60327.00	-0.552	0.5808	--+
ENSG00000120053.10	a	g	60327.00	4.297	1.727e-05	+++
ENSG00000188833.8	a	g	60327.00	0.443	0.6575	++-
ENSG00000253019.1	a	g	60327.00	1.937	0.05272	+++
ENSG00000115457.8	a	g	60327.00	-0.182	0.8556	-++
ENSG00000231169.4	a	g	60327.00	0.765	0.444	-++
ENSG00000010404.16	a	g	60327.00	1.466	0.1426	+-+
ENSG00000127837.8	a	g	60327.00	-0.457	0.6477	+--
ENSG00000104043.13	a	g	60327.00	-2.749	0.005972	--+
ENSG00000130643.7	a	g	60327.00	0.546	0.5848	-+-
ENSG00000081803.14	a	g	60327.00	1.908	0.05638	+++
ENSG00000112972.13	a	g	60327.00	2.711	0.006703	+++
ENSG00000273111.4	a	g	60327.00	-0.556	0.5782	-+-
ENSG00000135069.12	a	g	60327.00	-0.439	0.6604	-+-
ENSG00000223518.5	a	g	60327.00	-1.031	0.3024	+-+
ENSG00000106261.15	a	g	60327.00	-0.158	0.8747	--+
ENSG00000135925.7	a	g	60327.00	0.532	0.5945	-++
ENSG00000174243.8	a	g	60327.00	-1.367	0.1716	-+-
ENSG00000112299.7	a	g	60327.00	-2.151	0.03151	---
ENSG00000200241.1	a	g	60327.00	-0.030	0.9762	+--
ENSG00000134602.14	a	g	60327.00	-0.799	0.4243	+--
ENSG00000138246.14	a	g	60327.00	-1.975	0.04825	---
ENSG00000241064.3	a	g	60327.00	-0.382	0.7026	-+-
ENSG00000223044.1	a	g	60327.00	1.082	0.2792	-++
ENSG00000161835.9	a	g	60327.00	2.136	0.03266	+++
ENSG00000117335.17	a	g	60327.00	-2.948	0.003199	---
ENSG00000075461.5	a	g	60327.00	-0.207	0.8356	+-+
ENSG00000102934.8	a	g	60327.00	1.525	0.1273	-++
ENSG00000196890.4	a	g	60327.00	-1.748	0.08055	---
ENSG00000144713.11	a	g	60327.00	-0.192	0.8478	-++
ENSG00000186868.14	a	g	60327.00	1.127	0.2598	+-+
ENSG00000129538.12	a	g	60327.00	-2.059	0.03952	--+
ENSG00000111046.3	a	g	60327.00	2.245	0.02479	+++
ENSG00000136193.15	a	g	60327.00	-0.300	0.764	-+-
ENSG00000111052.6	a	g	60327.00	2.464	0.01375	+++
ENSG00000112759.15	a	g	60327.00	1.875	0.0608	+++
ENSG00000169894.16	a	g	60327.00	-0.731	0.4646	--+
ENSG00000248383.4	a	g	60327.00	0.109	0.9131	-++
ENSG00000135625.7	a	g	60327.00	-0.340	0.7338	-+-
ENSG00000140025.14	a	g	60327.00	0.552	0.5812	+-+
ENSG00000162975.4	a	g	60327.00	0.065	0.9478	+-+
ENSG00000197635.8	a	g	60327.00	0.230	0.8177	-+-
ENSG00000198879.10	a	g	60327.00	0.985	0.3249	-++
ENSG00000126432.12	a	g	60327.00	0.267	0.7896	-+-
ENSG00000165195.12	a	g	60327.00	0.819	0.4129	++-
ENSG00000166965.11	a	g	60327.00	1.568	0.1169	+++
ENSG00000161610.1	a	g	60327.00	-0.542	0.5879	+-+
ENSG00000212445.1	a	g	60327.00	0.574	0.5657	+-+
ENSG00000133103.15	a	g	60327.00	2.261	0.02376	+++
ENSG00000141738.12	a	g	60327.00	1.054	0.292	-++
ENSG00000198887.8	a	g	60327.00	0.768	0.4422	-++
ENSG00000171433.10	a	g	60327.00	-0.835	0.404	-+-
ENSG00000213171.2	a	g	60327.00	-0.298	0.7657	+--
ENSG00000187166.1	a	g	60327.00	0.287	0.7743	-++
ENSG00000198743.5	a	g	60327.00	-3.772	0.0001622	---
ENSG00000077549.16	a	g	60327.00	0.153	0.8786	-++
ENSG00000128591.14	a	g	60327.00	0.068	0.946	-++
ENSG00000145217.12	a	g	60327.00	1.790	0.07338	-++
ENSG00000108474.15	a	g	60327.00	4.019	5.854e-05	+++
ENSG00000156976.13	a	g	60327.00	-1.884	0.05958	--+
ENSG00000104537.15	a	g	60327.00	0.568	0.5702	+-+
ENSG00000115694.13	a	g	60327.00	-2.502	0.01234	---
